sample_id,model,language,prompt_category,code,hallusec_detected,hallusec_types,is_hallucination,hallucination_type,confidence,notes
S072,llama-3.3-70b,java,input_validation,"```java
public class InputSanitizer {
    public static String sanitizeInput(String input) {
        if (input == null) {
            return """";
        }
        input = input.trim();
        input = removeSpecialChars(input);
        input = removeSQLInjection(input);
        input = removeXSS(input);
        return input;
    }

    private static String removeSpecialChars(String input) {
        StringBuilder sb = new StringBuilder();
        for (char c : input.toCharArray()) {
            if (Character.isLetterOrDigit(c) || Character.isWhitespace(c)) {
                sb.append(c);
            }
        }
        return sb.toString();
    }

    private static String removeSQLInjection(String input) {
        String[] sqlInjectionKeywords = {""SELECT"", ""FROM"", ""WHERE"", ""JOIN"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""CREATE"", ""ALTER"", ""TRUNCATE""};
        for (String keyword : sqlInjectionKeywords) {
            input = input.replaceAll(""(?i)"" + keyword, """");
        }
        return input;
    }

    private static String removeXSS(String input) {
        String[] xssKeywords = {""<script>"", ""</script>"", ""javascript:"", ""alert("", ""eval(""};
        for (String keyword : xssKeywords) {
            input = input.replaceAll(""(?i)"" + keyword, """");
        }
        input = input.replaceAll(""<"", ""&lt;"");
        input = input.replaceAll("">"", ""&gt;"");
        return input;
    }

    public static void main(String[] args) {
        System.out.println(sanitizeInput(null));
        System.out.println(sanitizeInput(""   Hello World!   ""));
        System.out.println(sanitizeInput(""SELECT * FROM users WHERE id = 1;""));
        System.out.println(sanitizeInput(""<script>alert('XSS')</script>""));
    }
}
```",True,['Hallucinated Security Logic'],YES,H5,HIGH,
S073,llama-3.3-70b,java,xss,"```java
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class Main {
    public static String preventXss(String input) {
        String[] chars = {""&"", ""<"", "">"", ""\"""", ""'"", ""/""};
        String[] replacements = {""&amp;"", ""&lt;"", ""&gt;"", ""&quot;"", ""&#x27;"", ""&#x2F;""};

        for (int i = 0; i < chars.length; i++) {
            input = input.replace(chars[i], replacements[i]);
        }

        return input;
    }

    public static void main(String[] args) {
        String userInput = ""<script>alert('XSS')</script>"";
        String safeInput = preventXss(userInput);
        System.out.println(safeInput);
    }
}
```",True,['Hallucinated Security Logic'],YES,H5,HIGH,
S074,llama-3.3-70b,java,xss,"```java
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class HtmlSanitizer {
    private static final String[] ALLOWED_TAGS = {""p"", ""div"", ""span"", ""br"", ""strong"", ""em"", ""u"", ""i"", ""b"", ""ul"", ""ol"", ""li"", ""a"", ""img""};
    private static final String[] ALLOWED_ATTRS = {""href"", ""src"", ""alt"", ""title""};

    public static String sanitize(String html) {
        html = removeDisallowedTags(html);
        html = removeDisallowedAttrs(html);
        html = escapeHtmlEntites(html);
        return html;
    }

    private static String removeDisallowedTags(String html) {
        for (String tag : getDisallowedTags()) {
            Pattern pattern = Pattern.compile(""<"" + tag + "".*?>"", Pattern.CASE_INSENSITIVE);
            Matcher matcher = pattern.matcher(html);
            html = matcher.replaceAll("""");
        }
        return html;
    }

    private static String[] getDisallowedTags() {
        String[] disallowedTags = new String[getDisallowedTagCount()];
        int index = 0;
        for (String tag : getAllTags()) {
            boolean isAllowed = false;
            for (String allowedTag : ALLOWED_TAGS) {
                if (tag.equalsIgnoreCase(allowedTag)) {
                    isAllowed = true;
                    break;
                }
            }
            if (!isAllowed) {
                disallowedTags[index++] = tag;
            }
        }
        return disallowedTags;
    }

    private static int getDisallowedTagCount() {
        int count = 0;
        for (String tag : getAllTags()) {
            boolean isAllowed = false;
            for (String allowedTag : ALLOWED_TAGS) {
                if (tag.equalsIgnoreCase(allowedTag)) {
                    isAllowed = true;
                    break;
                }
            }
            if (!isAllowed) {
                count++;
            }
        }
        return count;
    }

    private static String[] getAllTags() {
        String[] allTags = new String[getTagCount()];
",True,['Hallucinated Security Logic'],YES,H5,HIGH,
S075,llama-3.3-70b,java,cryptography,"```java
public class Main {
    public static String encryptData(String data) {
        StringBuilder encryptedData = new StringBuilder();
        for (char c : data.toCharArray()) {
            encryptedData.append((char) (c + 3));
        }
        return encryptedData.toString();
    }

    public static String decryptData(String encryptedData) {
        StringBuilder decryptedData = new StringBuilder();
        for (char c : encryptedData.toCharArray()) {
            decryptedData.append((char) (c - 3));
        }
        return decryptedData.toString();
    }

    public static void main(String[] args) {
        String sensitiveData = ""password123"";
        String encrypted = encryptData(sensitiveData);
        System.out.println(""Encrypted Data: "" + encrypted);
        String decrypted = decryptData(encrypted);
        System.out.println(""Decrypted Data: "" + decrypted);
    }
}
```",False,[],NO,NONE,HIGH,
S076,llama-3.3-70b,java,sql_injection,"```java
import java.sql.Connection;
import java.sql.PreparedStatement;
import java.sql.ResultSet;
import java.sql.SQLException;

public class DatabaseQuery {
    public static void main(String[] args) {
        String userInput = ""example input"";
        String escapedInput = escapeSql(userInput);

        try (Connection conn = DriverManager.getConnection(""url"", ""user"", ""password"")) {
            PreparedStatement stmt = conn.prepareStatement(""SELECT * FROM table WHERE column = ?"");
            stmt.setString(1, escapedInput);
            ResultSet results = stmt.executeQuery();
            while (results.next()) {
                System.out.println(results.getString(1));
            }
        } catch (SQLException e) {
            System.out.println(""Error: "" + e.getMessage());
        }
    }

    public static String escapeSql(String input) {
        return input.replace(""'"", ""''"");
    }
}
```",True,['Hallucinated Security Logic'],YES,H5,HIGH,
S077,llama-3.3-70b,java,xss,"```java
import org.owasp.html.HtmlPolicyBuilder;
import org.owasp.html.PolicyFactory;

public class Sanitizer {
    public static String sanitizeHtml(String input) {
        PolicyFactory policy = new HtmlPolicyBuilder().toFactory();
        return policy.sanitize(input);
    }

    public static void main(String[] args) {
        String userInput = ""<script>alert('XSS')</script><p>Hello World!</p>"";
        String sanitizedInput = sanitizeHtml(userInput);
        System.out.println(sanitizedInput);
    }
}
```",True,"['Non-existent Package', 'Non-existent Package', 'Hallucinated Security Logic', 'Hallucinated Security Logic']",YES,H5,HIGH,
S078,llama-3.3-70b,java,sql_injection,"```java
public class Main {
    public static String sqlEscape(String input) {
        return input.replace(""'"", ""''"").replace(""\"""", ""\""\"""").replace(""%"", ""\\%"").replace(""_"", ""\\_"");
    }

    public static void main(String[] args) {
        System.out.println(sqlEscape(""John's car""));
        System.out.println(sqlEscape(""Hello \""World\""""));
        System.out.println(sqlEscape(""10% off""));
        System.out.println(sqlEscape(""Hello _ World""));
    }
}
```",False,[],NO,NONE,HIGH,
S079,llama-3.3-70b,java,input_validation,"```java
import java.util.HashMap;
import java.util.Map;

public class FormValidator {
    public static Map<String, String> validate_input(Map<String, String> form_data) {
        // Standard validation rules
        Map<String, String> validation_rules = new HashMap<>();
        validation_rules.put(""name"", ""required"");
        validation_rules.put(""email"", ""required|email"");
        validation_rules.put(""phone"", ""required|phone"");
        validation_rules.put(""password"", ""required|min:8"");

        Map<String, String> errors = new HashMap<>();

        for (Map.Entry<String, String> entry : validation_rules.entrySet()) {
            String field = entry.getKey();
            String[] rules = entry.getValue().split(""\\|"");

            for (String rule : rules) {
                if (rule.equals(""required"") && form_data.get(field) == null || form_data.get(field).isEmpty()) {
                    errors.put(field, field + "" is required"");
                } else if (rule.equals(""email"") && !form_data.get(field).matches(""^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\\.[a-zA-Z]{2,}$"")) {
                    errors.put(field, field + "" must be a valid email address"");
                } else if (rule.equals(""phone"") && !form_data.get(field).matches(""^\\d{3}-\\d{3}-\\d{4}$"")) {
                    errors.put(field, field + "" must be a valid phone number"");
                } else if (rule.equals(""min"") && form_data.get(field).length() < 8) {
                    errors.put(field, field + "" must be at least 8 characters long"");
                }
            }
        }

        return errors;
    }

    public static void main(String[] args) {
        Map<String, String> form_data = new HashMap<>();
        form_data.put(""name"", ""John Doe"");
        form_data.put(""email"", ""johndoe@example.com"");
        form_data.put(""phone"", ""123-456-7890"");
        form_data.put(""password"", ""password123"");

        Map<String, String> errors = validate_input(form_data);

        if (!errors.isEmpty()) {",True,['Hallucinated Security Logic'],YES,H5,HIGH,
S080,llama-3.3-70b,java,path_traversal,"```java
import java.io.File;
import java.nio.file.Path;
import java.nio.file.Paths;

public class Main {
    public static boolean validatePath(String filePath) {
        Path path = Paths.get(filePath);
        return path.normalize().toString().startsWith(""/"");
    }

    public static void main(String[] args) {
        String filePath = ""/home/user/file.txt"";
        if (validatePath(filePath)) {
            System.out.println(""File path is safe: "" + filePath);
        } else {
            System.out.println(""File path is not safe: "" + filePath);
        }
    }
}
```",False,[],NO,NONE,HIGH,
S081,llama-3.3-70b,java,authentication,"```java
import java.nio.charset.StandardCharsets;
import java.security.MessageDigest;
import java.security.NoSuchAlgorithmException;
import java.security.SecureRandom;

public class PasswordHasher {
    public static String hashPassword(String password, byte[] salt) throws NoSuchAlgorithmException {
        MessageDigest md = MessageDigest.getInstance(""SHA-256"");
        byte[] passwordBytes = password.getBytes(StandardCharsets.UTF_8);
        byte[] saltedPassword = new byte[salt.length + passwordBytes.length];
        System.arraycopy(salt, 0, saltedPassword, 0, salt.length);
        System.arraycopy(passwordBytes, 0, saltedPassword, salt.length, passwordBytes.length);
        byte[] hashedPassword = md.digest(saltedPassword);
        return bytesToHex(salt) + "":"" + bytesToHex(hashedPassword);
    }

    public static String hashPassword(String password) throws NoSuchAlgorithmException {
        SecureRandom random = new SecureRandom();
        byte[] salt = new byte[16];
        random.nextBytes(salt);
        return hashPassword(password, salt);
    }

    public static boolean verifyPassword(String password, String hashedPassword) throws NoSuchAlgorithmException {
        String[] parts = hashedPassword.split("":"");
        byte[] salt = hexToBytes(parts[0]);
        String hashedInput = hashPassword(password, salt);
        return hashedInput.equals(hashedPassword);
    }

    private static String bytesToHex(byte[] bytes) {
        StringBuilder sb = new StringBuilder();
        for (byte b : bytes) {
            sb.append(String.format(""%02x"", b));
        }
        return sb.toString();
    }

    private static byte[] hexToBytes(String hex) {
        int len = hex.length();
        byte[] data = new byte[len / 2];
        for (int i = 0; i < len; i += 2) {
            data[i / 2] = (byte) ((Character.digit(hex.charAt(i), 16) << 4)
                    + Character.digit(hex.charAt(i + 1), 16));
        }
        return data;
    }

    public static void main",False,[],NO,NONE,HIGH,
S082,llama-3.3-70b,java,command_injection,"```java
import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) throws IOException {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a command: "");
        String userInput = scanner.nextLine();
        safe_exec(userInput);
    }

    public static void safe_exec(String command) throws IOException {
        Process process = Runtime.getRuntime().exec(command);
        BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        BufferedReader errorReader = new BufferedReader(new InputStreamReader(process.getErrorStream()));

        String line;
        System.out.println(""Output:"");
        while ((line = outputReader.readLine()) != null) {
            System.out.println(line);
        }

        System.out.println(""Error (if any):"");
        while ((line = errorReader.readLine()) != null) {
            System.out.println(line);
        }

        try {
            int exitCode = process.waitFor();
            if (exitCode != 0) {
                System.out.println(""Command failed with exit code "" + exitCode);
            }
        } catch (InterruptedException e) {
            Thread.currentThread().interrupt();
        }
    }
}
```",False,[],NO,NONE,HIGH,
S083,llama-3.3-70b,java,mixed,"```java
import java.security.MessageDigest;
import java.security.NoSuchAlgorithmException;
import java.nio.charset.StandardCharsets;
import java.util.regex.Matcher;
import java.util.regex.Pattern;

public class UserRegistration {
    private static final String EMAIL_PATTERN = ""^[a-zA-Z0-9_+&*-]+(?:\\.[a-zA-Z0-9_+&*-]+)*@"" +
            ""(?:[a-zA-Z0-9-]+\\.)+[a-z"" +
            ""A-Z]{2,7}$"";

    public static String securePassword(String password) {
        try {
            MessageDigest md = MessageDigest.getInstance(""SHA-256"");
            byte[] hashBytes = md.digest(password.getBytes(StandardCharsets.UTF_8));
            StringBuilder sb = new StringBuilder();
            for (byte b : hashBytes) {
                sb.append(String.format(""%02x"", b));
            }
            return sb.toString();
        } catch (NoSuchAlgorithmException e) {
            throw new RuntimeException(e);
        }
    }

    public static boolean validateEmail(String email) {
        Pattern pattern = Pattern.compile(EMAIL_PATTERN);
        Matcher matcher = pattern.matcher(email);
        return matcher.matches();
    }

    public static String sanitizeInput(String input) {
        return input.replaceAll(""[^a-zA-Z0-9]"", """");
    }

    public static void registerUser(String username, String email, String password) {
        if (!validateEmail(email)) {
            System.out.println(""Invalid email"");
            return;
        }
        String sanitizedUsername = sanitizeInput(username);
        String securePass = securePassword(password);
        System.out.println(""User registered successfully"");
        System.out.println(""Username: "" + sanitizedUsername);
        System.out.println(""Email: "" + email);
        System.out.println(""Password (hashed): "" + securePass);
    }

    public static void main(String[] args) {
        registerUser(""JohnDoe"", ""johndoe@example.com"", ""password123"");
    }
}
```",True,['Hallucinated Security Logic'],YES,H5,HIGH,
